Sales Person,Country,Product,Date,Amount,Boxes Shipped,3%,5%,First Name,Second Name
Kaine Padly,Australia,Fruit & Nut Bars,20-06-24,"$7,840.94 ",82,$235.23 ,$392.05 ,Kaine,Padly
Oby Sorrel,New Zealand,Organic Choco Syrup,17-02-24,"$17,102.97 ",267,$513.09 ,$855.15 ,Oby,Sorrel
Madelene Upcott,UK,99% Dark & Pure,26-01-24,"$11,496.42 ",49,$344.89 ,$574.82 ,Madelene,Upcott
Madelene Upcott,Australia,Mint Chip Choco,02-05-24,"$3,072.89 ",166,$92.19 ,$153.64 ,Madelene,Upcott
Curtice Advani,Canada,99% Dark & Pure,07-07-24,"$14,990.79 ",7,$449.72 ,$749.54 ,Curtice,Advani
Rafaelita Blaksland,Australia,Baker's Choco Chips,22-08-24,"$3,170.18 ",49,$95.11 ,$158.51 ,Rafaelita,Blaksland
Karlen McCaffrey,Australia,After Nines,11-08-24,"$2,528.14 ",67,$75.84 ,$126.41 ,Karlen,McCaffrey
Marney O'Breen,UK,99% Dark & Pure,13-01-24,"$8,551.60 ",208,$256.55 ,$427.58 ,Marney,O'Breen
Gunar Cockshoot,Australia,50% Dark Bites,02-03-24,"$13,072.95 ",119,$392.19 ,$653.65 ,Gunar,Cockshoot
Marney O'Breen,Australia,Choco Coated Almonds,27-07-24,"$11,987.26 ",41,$359.62 ,$599.36 ,Marney,O'Breen
Kelci Walkden,New Zealand,Drinking Coco,10-03-24,"$18,385.44 ",116,$551.56 ,$919.27 ,Kelci,Walkden
Beverie Moffet,USA,85% Dark Bars,23-08-24,"$14,028.40 ",344,$420.85 ,$701.42 ,Beverie,Moffet
Roddy Speechley,USA,Eclairs,25-04-24,"$4,812.71 ",169,$144.38 ,$240.64 ,Roddy,Speechley
Dennison Crosswaite,UK,Milk Bars,07-03-24,"$11,963.91 ",446,$358.92 ,$598.20 ,Dennison,Crosswaite
Wilone O'Kielt,UK,Organic Choco Syrup,12-07-24,"$5,574.83 ",52,$167.24 ,$278.74 ,Wilone,O'Kielt
Madelene Upcott,USA,Orange Choco,16-05-24,"$9,205.15 ",144,$276.15 ,$460.26 ,Madelene,Upcott
Gunar Cockshoot,India,Smooth Sliky Salty,02-03-24,"$4,133.74 ",69,$124.01 ,$206.69 ,Gunar,Cockshoot
Marney O'Breen,New Zealand,85% Dark Bars,30-05-24,"$1,312.23 ",164,$39.37 ,$65.61 ,Marney,O'Breen
Marney O'Breen,UK,Manuka Honey Choco,10-06-24,"$11,735.75 ",185,$352.07 ,$586.79 ,Marney,O'Breen
Brien Boise,USA,99% Dark & Pure,25-07-24,"$7,650.76 ",358,$229.52 ,$382.54 ,Brien,Boise
Beverie Moffet,New Zealand,Mint Chip Choco,09-06-24,"$4,994.93 ",98,$149.85 ,$249.75 ,Beverie,Moffet
Dennison Crosswaite,USA,Milk Bars,12-05-24,$890.78 ,62,$26.72 ,$44.54 ,Dennison,Crosswaite
Gunar Cockshoot,USA,Drinking Coco,09-05-24,"$4,142.16 ",5,$124.26 ,$207.11 ,Gunar,Cockshoot
Brien Boise,Canada,Manuka Honey Choco,09-08-24,"$7,308.24 ",178,$219.25 ,$365.41 ,Brien,Boise
Van Tuxwell,India,Choco Coated Almonds,13-04-24,"$6,833.86 ",115,$205.02 ,$341.69 ,Van,Tuxwell
Andria Kimpton,USA,Caramel Stuffed Bars,02-05-24,"$8,878.27 ",47,$266.35 ,$443.91 ,Andria,Kimpton
Dotty Strutley,USA,99% Dark & Pure,09-08-24,"$4,134.93 ",307,$124.05 ,$206.75 ,Dotty,Strutley
Camilla Castle,Australia,Raspberry Choco,23-08-24,"$6,641.89 ",188,$199.26 ,$332.09 ,Camilla,Castle
Gunar Cockshoot,India,Spicy Special Slims,13-05-24,"$7,117.30 ",174,$213.52 ,$355.87 ,Gunar,Cockshoot
Karlen McCaffrey,USA,Manuka Honey Choco,01-02-24,"$11,815.59 ",68,$354.47 ,$590.78 ,Karlen,McCaffrey
Camilla Castle,USA,50% Dark Bites,23-06-24,"$6,962.79 ",303,$208.88 ,$348.14 ,Camilla,Castle
Madelene Upcott,UK,Choco Coated Almonds,24-05-24,"$11,786.42 ",147,$353.59 ,$589.32 ,Madelene,Upcott
Jan Morforth,Canada,Mint Chip Choco,01-04-24,"$1,200.19 ",224,$36.01 ,$60.01 ,Jan,Morforth
Camilla Castle,Canada,70% Dark Bites,27-07-24,"$10,791.08 ",166,$323.73 ,$539.55 ,Camilla,Castle
Ches Bonnell,India,Peanut Butter Cubes,27-01-24,"$26,170.95 ",224,$785.13 ,"$1,308.55 ",Ches,Bonnell
Jan Morforth,India,Choco Coated Almonds,12-08-24,"$2,987.81 ",136,$89.63 ,$149.39 ,Jan,Morforth
Gigi Bohling,Canada,Almond Choco,01-02-24,"$11,705.99 ",47,$351.18 ,$585.30 ,Gigi,Bohling
Rafaelita Blaksland,India,After Nines,02-03-24,"$5,256.03 ",201,$157.68 ,$262.80 ,Rafaelita,Blaksland
Kelci Walkden,Australia,99% Dark & Pure,30-06-24,"$3,794.10 ",36,$113.82 ,$189.71 ,Kelci,Walkden
Dotty Strutley,Australia,Spicy Special Slims,17-01-24,"$9,655.30 ",97,$289.66 ,$482.77 ,Dotty,Strutley
Brien Boise,USA,Milk Bars,07-07-24,"$16,001.54 ",133,$480.05 ,$800.08 ,Brien,Boise
Mallorie Waber,New Zealand,Mint Chip Choco,31-01-24,"$1,386.10 ",104,$41.58 ,$69.31 ,Mallorie,Waber
Beverie Moffet,UK,99% Dark & Pure,10-08-24,"$3,821.76 ",122,$114.65 ,$191.09 ,Beverie,Moffet
Beverie Moffet,USA,Peanut Butter Cubes,18-08-24,"$15,722.43 ",351,$471.67 ,$786.12 ,Beverie,Moffet
Brien Boise,New Zealand,White Choc,15-06-24,"$6,287.25 ",340,$188.62 ,$314.36 ,Brien,Boise
Marney O'Breen,USA,Baker's Choco Chips,26-01-24,"$9,831.97 ",9,$294.96 ,$491.60 ,Marney,O'Breen
Kelci Walkden,USA,Spicy Special Slims,29-04-24,$90.36 ,73,$2.71 ,$4.52 ,Kelci,Walkden
Mallorie Waber,Canada,White Choc,03-03-24,"$3,799.50 ",71,$113.99 ,$189.98 ,Mallorie,Waber
Kaine Padly,Australia,Almond Choco,22-02-24,"$4,674.20 ",422,$140.23 ,$233.71 ,Kaine,Padly
Oby Sorrel,USA,Smooth Sliky Salty,04-03-24,"$4,011.83 ",169,$120.35 ,$200.59 ,Oby,Sorrel
Dennison Crosswaite,India,Smooth Sliky Salty,07-07-24,"$3,429.85 ",9,$102.90 ,$171.49 ,Dennison,Crosswaite
Camilla Castle,New Zealand,Caramel Stuffed Bars,17-06-24,"$4,920.68 ",380,$147.62 ,$246.03 ,Camilla,Castle
Jan Morforth,Canada,Caramel Stuffed Bars,02-08-24,"$10,049.72 ",118,$301.49 ,$502.49 ,Jan,Morforth
Oby Sorrel,USA,Baker's Choco Chips,12-08-24,"$8,485.10 ",120,$254.55 ,$424.26 ,Oby,Sorrel
Madelene Upcott,New Zealand,Peanut Butter Cubes,28-01-24,"$6,030.31 ",351,$180.91 ,$301.52 ,Madelene,Upcott
Kelci Walkden,Australia,Orange Choco,29-04-24,"$13,331.77 ",443,$399.95 ,$666.59 ,Kelci,Walkden
Marney O'Breen,Australia,Manuka Honey Choco,05-04-24,"$15,245.95 ",233,$457.38 ,$762.30 ,Marney,O'Breen
Kaine Padly,Canada,Manuka Honey Choco,18-01-24,"$11,618.55 ",133,$348.56 ,$580.93 ,Kaine,Padly
Jehu Rudeforth,UK,Baker's Choco Chips,16-05-24,"$2,629.59 ",98,$78.89 ,$131.48 ,Jehu,Rudeforth
Kelci Walkden,Australia,White Choc,24-08-24,"$10,089.49 ",168,$302.68 ,$504.47 ,Kelci,Walkden
Curtice Advani,India,85% Dark Bars,18-01-24,$308.24 ,402,$9.25 ,$15.41 ,Curtice,Advani
Kaine Padly,USA,Eclairs,22-08-24,"$7,978.76 ",10,$239.36 ,$398.94 ,Kaine,Padly
Gunar Cockshoot,UK,99% Dark & Pure,07-03-24,$8.16 ,84,$0.24 ,$0.41 ,Gunar,Cockshoot
Beverie Moffet,UK,Choco Coated Almonds,04-03-24,"$3,303.13 ",73,$99.09 ,$165.16 ,Beverie,Moffet
Dotty Strutley,Canada,Manuka Honey Choco,22-04-24,"$13,959.74 ",113,$418.79 ,$697.99 ,Dotty,Strutley
Kaine Padly,Australia,Milk Bars,09-06-24,"$4,251.42 ",91,$127.54 ,$212.57 ,Kaine,Padly
Jan Morforth,Canada,Fruit & Nut Bars,25-07-24,"$9,885.53 ",217,$296.57 ,$494.28 ,Jan,Morforth
Jan Morforth,India,Smooth Sliky Salty,03-08-24,"$12,864.47 ",93,$385.93 ,$643.22 ,Jan,Morforth
Rafaelita Blaksland,Australia,Manuka Honey Choco,03-08-24,"$5,245.60 ",144,$157.37 ,$262.28 ,Rafaelita,Blaksland
Jehu Rudeforth,UK,Milk Bars,03-05-24,"$14,345.50 ",219,$430.37 ,$717.28 ,Jehu,Rudeforth
Husein Augar,Canada,After Nines,19-01-24,"$11,462.19 ",288,$343.87 ,$573.11 ,Husein,Augar
Roddy Speechley,USA,50% Dark Bites,11-02-24,"$11,667.94 ",306,$350.04 ,$583.40 ,Roddy,Speechley
Van Tuxwell,India,Almond Choco,14-06-24,"$7,455.17 ",383,$223.66 ,$372.76 ,Van,Tuxwell
Kelci Walkden,USA,50% Dark Bites,23-03-24,"$7,203.64 ",234,$216.11 ,$360.18 ,Kelci,Walkden
Madelene Upcott,Canada,85% Dark Bars,17-02-24,"$8,081.58 ",105,$242.45 ,$404.08 ,Madelene,Upcott
Dennison Crosswaite,Canada,Smooth Sliky Salty,17-03-24,"$2,055.40 ",485,$61.66 ,$102.77 ,Dennison,Crosswaite
Mallorie Waber,Australia,Spicy Special Slims,29-06-24,"$6,476.09 ",304,$194.28 ,$323.80 ,Mallorie,Waber
Ches Bonnell,Canada,Choco Coated Almonds,24-08-24,"$17,490.08 ",289,$524.70 ,$874.50 ,Ches,Bonnell
Gigi Bohling,Canada,Spicy Special Slims,04-07-24,"$13,644.00 ",281,$409.32 ,$682.20 ,Gigi,Bohling
Roddy Speechley,New Zealand,Almond Choco,28-03-24,"$2,930.46 ",70,$87.91 ,$146.52 ,Roddy,Speechley
Curtice Advani,India,Smooth Sliky Salty,19-04-24,"$22,717.09 ",143,$681.51 ,"$1,135.85 ",Curtice,Advani
Ches Bonnell,New Zealand,Mint Chip Choco,18-01-24,"$9,471.72 ",248,$284.15 ,$473.59 ,Ches,Bonnell
Van Tuxwell,New Zealand,Fruit & Nut Bars,17-01-24,"$3,400.47 ",92,$102.01 ,$170.02 ,Van,Tuxwell
Andria Kimpton,New Zealand,Mint Chip Choco,15-02-24,"$10,696.21 ",201,$320.89 ,$534.81 ,Andria,Kimpton
Andria Kimpton,UK,Milk Bars,11-02-24,"$17,101.67 ",307,$513.05 ,$855.08 ,Andria,Kimpton
Camilla Castle,USA,Manuka Honey Choco,21-03-24,"$18,936.88 ",180,$568.11 ,$946.84 ,Camilla,Castle
Gunar Cockshoot,New Zealand,Almond Choco,05-01-24,"$6,015.37 ",136,$180.46 ,$300.77 ,Gunar,Cockshoot
Brien Boise,India,Raspberry Choco,30-05-24,"$7,623.58 ",162,$228.71 ,$381.18 ,Brien,Boise
Jehu Rudeforth,USA,99% Dark & Pure,04-01-24,"$2,996.83 ",227,$89.90 ,$149.84 ,Jehu,Rudeforth
Beverie Moffet,Australia,Fruit & Nut Bars,22-04-24,"$1,718.97 ",260,$51.57 ,$85.95 ,Beverie,Moffet
Gigi Bohling,Canada,Milk Bars,10-02-24,"$3,523.33 ",114,$105.70 ,$176.17 ,Gigi,Bohling
Dotty Strutley,India,Spicy Special Slims,12-08-24,"$1,092.36 ",209,$32.77 ,$54.62 ,Dotty,Strutley
Gunar Cockshoot,USA,Organic Choco Syrup,10-08-24,"$2,495.71 ",310,$74.87 ,$124.79 ,Gunar,Cockshoot
Kelci Walkden,Australia,Raspberry Choco,07-06-24,$813.41 ,58,$24.40 ,$40.67 ,Kelci,Walkden
Jehu Rudeforth,India,Baker's Choco Chips,06-06-24,"$2,489.06 ",81,$74.67 ,$124.45 ,Jehu,Rudeforth
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05-04-24,"$5,701.35 ",201,$171.04 ,$285.07 ,Karlen,McCaffrey
Wilone O'Kielt,USA,50% Dark Bites,18-04-24,"$5,084.32 ",126,$152.53 ,$254.22 ,Wilone,O'Kielt
Andria Kimpton,India,50% Dark Bites,31-01-24,"$15,789.48 ",16,$473.68 ,$789.47 ,Andria,Kimpton
Madelene Upcott,USA,Baker's Choco Chips,22-08-24,"$6,541.75 ",141,$196.25 ,$327.09 ,Madelene,Upcott
Jehu Rudeforth,Australia,99% Dark & Pure,25-02-24,"$11,409.11 ",217,$342.27 ,$570.46 ,Jehu,Rudeforth
Jan Morforth,Australia,Mint Chip Choco,22-02-24,"$19,258.41 ",99,$577.75 ,$962.92 ,Jan,Morforth
Oby Sorrel,New Zealand,Milk Bars,12-01-24,"$5,074.86 ",201,$152.25 ,$253.74 ,Oby,Sorrel
Brien Boise,UK,Almond Choco,25-05-24,$115.90 ,120,$3.48 ,$5.80 ,Brien,Boise
Kelci Walkden,India,Smooth Sliky Salty,01-02-24,"$2,797.19 ",9,$83.92 ,$139.86 ,Kelci,Walkden
Rafaelita Blaksland,UK,Eclairs,27-04-24,"$1,608.04 ",75,$48.24 ,$80.40 ,Rafaelita,Blaksland
Gigi Bohling,USA,Smooth Sliky Salty,22-07-24,"$2,960.99 ",133,$88.83 ,$148.05 ,Gigi,Bohling
Curtice Advani,New Zealand,Mint Chip Choco,26-01-24,"$3,703.51 ",260,$111.11 ,$185.18 ,Curtice,Advani
Curtice Advani,USA,Mint Chip Choco,24-08-24,"$5,679.57 ",285,$170.39 ,$283.98 ,Curtice,Advani
Madelene Upcott,New Zealand,Fruit & Nut Bars,18-01-24,"$6,764.17 ",20,$202.93 ,$338.21 ,Madelene,Upcott
Karlen McCaffrey,India,85% Dark Bars,30-03-24,"$1,108.85 ",87,$33.27 ,$55.44 ,Karlen,McCaffrey
Ches Bonnell,Australia,Caramel Stuffed Bars,17-01-24,"$9,477.32 ",160,$284.32 ,$473.87 ,Ches,Bonnell
Kelci Walkden,USA,Fruit & Nut Bars,17-02-24,"$5,301.93 ",155,$159.06 ,$265.10 ,Kelci,Walkden
Kelci Walkden,Canada,Peanut Butter Cubes,08-04-24,"$8,041.25 ",43,$241.24 ,$402.06 ,Kelci,Walkden
Gigi Bohling,Canada,Drinking Coco,06-07-24,"$3,716.17 ",89,$111.49 ,$185.81 ,Gigi,Bohling
Husein Augar,India,Fruit & Nut Bars,04-04-24,"$4,591.77 ",222,$137.75 ,$229.59 ,Husein,Augar
Jan Morforth,New Zealand,Organic Choco Syrup,02-03-24,"$1,928.33 ",217,$57.85 ,$96.42 ,Jan,Morforth
Gigi Bohling,New Zealand,Raspberry Choco,09-08-24,"$1,225.12 ",186,$36.75 ,$61.26 ,Gigi,Bohling
Dennison Crosswaite,Australia,Milk Bars,09-06-24,"$11,326.55 ",296,$339.80 ,$566.33 ,Dennison,Crosswaite
Ches Bonnell,UK,Caramel Stuffed Bars,02-06-24,"$3,063.08 ",301,$91.89 ,$153.15 ,Ches,Bonnell
Van Tuxwell,USA,Fruit & Nut Bars,05-07-24,"$7,093.33 ",233,$212.80 ,$354.67 ,Van,Tuxwell
Andria Kimpton,Canada,Eclairs,11-08-24,$337.37 ,120,$10.12 ,$16.87 ,Andria,Kimpton
Madelene Upcott,India,Choco Coated Almonds,11-02-24,"$3,764.59 ",158,$112.94 ,$188.23 ,Madelene,Upcott
Kelci Walkden,New Zealand,Spicy Special Slims,11-08-24,$695.32 ,68,$20.86 ,$34.77 ,Kelci,Walkden
Roddy Speechley,Australia,Drinking Coco,12-05-24,"$14,609.99 ",111,$438.30 ,$730.50 ,Roddy,Speechley
Wilone O'Kielt,USA,Milk Bars,15-07-24,"$5,298.68 ",96,$158.96 ,$264.93 ,Wilone,O'Kielt
Andria Kimpton,India,Organic Choco Syrup,18-01-24,"$4,552.30 ",132,$136.57 ,$227.62 ,Andria,Kimpton
Madelene Upcott,UK,Fruit & Nut Bars,05-01-24,"$9,099.26 ",199,$272.98 ,$454.96 ,Madelene,Upcott
Curtice Advani,Australia,50% Dark Bites,29-06-24,$603.97 ,239,$18.12 ,$30.20 ,Curtice,Advani
Brien Boise,Canada,Raspberry Choco,14-06-24,"$3,172.23 ",46,$95.17 ,$158.61 ,Brien,Boise
Gunar Cockshoot,India,Mint Chip Choco,08-08-24,"$4,737.32 ",74,$142.12 ,$236.87 ,Gunar,Cockshoot
Dennison Crosswaite,India,Mint Chip Choco,23-03-24,"$15,201.56 ",142,$456.05 ,$760.08 ,Dennison,Crosswaite
Barr Faughny,India,Caramel Stuffed Bars,04-01-24,"$7,912.62 ",106,$237.38 ,$395.63 ,Barr,Faughny
Brien Boise,India,Milk Bars,22-02-24,"$14,190.78 ",269,$425.72 ,$709.54 ,Brien,Boise
Beverie Moffet,UK,Spicy Special Slims,17-02-24,"$9,327.08 ",259,$279.81 ,$466.35 ,Beverie,Moffet
Barr Faughny,USA,Almond Choco,03-02-24,$434.42 ,83,$13.03 ,$21.72 ,Barr,Faughny
Van Tuxwell,Canada,Raspberry Choco,17-03-24,"$1,497.58 ",132,$44.93 ,$74.88 ,Van,Tuxwell
Wilone O'Kielt,Australia,Baker's Choco Chips,25-01-24,"$3,124.74 ",155,$93.74 ,$156.24 ,Wilone,O'Kielt
Brien Boise,Australia,Milk Bars,27-07-24,"$2,356.21 ",54,$70.69 ,$117.81 ,Brien,Boise
Husein Augar,Australia,Fruit & Nut Bars,28-01-24,"$8,548.00 ",55,$256.44 ,$427.40 ,Husein,Augar
Madelene Upcott,Australia,Organic Choco Syrup,05-07-24,"$12,094.34 ",52,$362.83 ,$604.72 ,Madelene,Upcott
Van Tuxwell,India,White Choc,15-03-24,"$2,119.42 ",46,$63.58 ,$105.97 ,Van,Tuxwell
Gunar Cockshoot,Canada,After Nines,04-08-24,"$3,038.32 ",220,$91.15 ,$151.92 ,Gunar,Cockshoot
Jan Morforth,USA,Fruit & Nut Bars,27-06-24,"$5,187.72 ",382,$155.63 ,$259.39 ,Jan,Morforth
Jan Morforth,Canada,After Nines,13-07-24,"$5,384.52 ",180,$161.54 ,$269.23 ,Jan,Morforth
Barr Faughny,New Zealand,Manuka Honey Choco,24-02-24,"$6,575.07 ",249,$197.25 ,$328.75 ,Barr,Faughny
Karlen McCaffrey,New Zealand,85% Dark Bars,28-06-24,"$6,350.37 ",59,$190.51 ,$317.52 ,Karlen,McCaffrey
Oby Sorrel,Australia,85% Dark Bars,30-06-24,"$7,488.06 ",28,$224.64 ,$374.40 ,Oby,Sorrel
Curtice Advani,Canada,Choco Coated Almonds,18-08-24,"$6,997.57 ",7,$209.93 ,$349.88 ,Curtice,Advani
Kaine Padly,India,70% Dark Bites,24-01-24,"$13,081.57 ",324,$392.45 ,$654.08 ,Kaine,Padly
Beverie Moffet,USA,White Choc,11-03-24,"$5,964.72 ",136,$178.94 ,$298.24 ,Beverie,Moffet
Ches Bonnell,New Zealand,After Nines,23-06-24,"$6,651.11 ",377,$199.53 ,$332.56 ,Ches,Bonnell
Husein Augar,India,Spicy Special Slims,22-08-24,"$2,606.11 ",31,$78.18 ,$130.31 ,Husein,Augar
Gunar Cockshoot,Canada,50% Dark Bites,04-01-24,"$3,615.98 ",24,$108.48 ,$180.80 ,Gunar,Cockshoot
Curtice Advani,India,Milk Bars,05-04-24,"$3,658.27 ",210,$109.75 ,$182.91 ,Curtice,Advani
Beverie Moffet,India,Milk Bars,15-04-24,"$1,997.46 ",314,$59.92 ,$99.87 ,Beverie,Moffet
Husein Augar,Australia,White Choc,11-05-24,"$3,618.67 ",213,$108.56 ,$180.93 ,Husein,Augar
Andria Kimpton,Canada,Manuka Honey Choco,21-07-24,"$5,538.85 ",492,$166.17 ,$276.94 ,Andria,Kimpton
Jan Morforth,New Zealand,Orange Choco,11-02-24,"$1,382.49 ",86,$41.47 ,$69.12 ,Jan,Morforth
Andria Kimpton,Canada,Smooth Sliky Salty,08-07-24,"$1,223.79 ",81,$36.71 ,$61.19 ,Andria,Kimpton
Gunar Cockshoot,UK,Raspberry Choco,11-08-24,"$8,043.29 ",344,$241.30 ,$402.16 ,Gunar,Cockshoot
Husein Augar,New Zealand,After Nines,04-08-24,"$6,878.47 ",7,$206.35 ,$343.92 ,Husein,Augar
Andria Kimpton,New Zealand,Orange Choco,14-06-24,"$9,420.22 ",94,$282.61 ,$471.01 ,Andria,Kimpton
Dennison Crosswaite,UK,Baker's Choco Chips,17-01-24,"$2,516.34 ",293,$75.49 ,$125.82 ,Dennison,Crosswaite
Jehu Rudeforth,Canada,Orange Choco,23-06-24,"$4,334.75 ",529,$130.04 ,$216.74 ,Jehu,Rudeforth
Jehu Rudeforth,UK,Smooth Sliky Salty,24-08-24,"$1,588.49 ",111,$47.65 ,$79.42 ,Jehu,Rudeforth
Andria Kimpton,UK,Caramel Stuffed Bars,07-06-24,"$8,959.38 ",271,$268.78 ,$447.97 ,Andria,Kimpton
Jan Morforth,UK,White Choc,22-06-24,"$9,409.06 ",46,$282.27 ,$470.45 ,Jan,Morforth
Dotty Strutley,USA,Fruit & Nut Bars,13-07-24,"$3,315.64 ",268,$99.47 ,$165.78 ,Dotty,Strutley
Kelci Walkden,UK,Choco Coated Almonds,24-05-24,"$10,920.70 ",210,$327.62 ,$546.04 ,Kelci,Walkden
Gunar Cockshoot,New Zealand,After Nines,09-08-24,"$7,605.55 ",154,$228.17 ,$380.28 ,Gunar,Cockshoot
Kaine Padly,Canada,85% Dark Bars,06-04-24,"$1,859.96 ",33,$55.80 ,$93.00 ,Kaine,Padly
Jan Morforth,New Zealand,Manuka Honey Choco,28-07-24,"$1,743.87 ",259,$52.32 ,$87.19 ,Jan,Morforth
Gunar Cockshoot,New Zealand,Raspberry Choco,24-08-24,$758.28 ,57,$22.75 ,$37.91 ,Gunar,Cockshoot
Van Tuxwell,Australia,99% Dark & Pure,17-01-24,$125.37 ,138,$3.76 ,$6.27 ,Van,Tuxwell
Curtice Advani,USA,Drinking Coco,07-02-24,"$6,170.75 ",149,$185.12 ,$308.54 ,Curtice,Advani
Brien Boise,Australia,Spicy Special Slims,09-05-24,"$6,867.13 ",273,$206.01 ,$343.36 ,Brien,Boise
Mallorie Waber,New Zealand,85% Dark Bars,06-06-24,"$8,775.45 ",113,$263.26 ,$438.77 ,Mallorie,Waber
Wilone O'Kielt,USA,Choco Coated Almonds,06-06-24,"$10,422.84 ",6,$312.69 ,$521.14 ,Wilone,O'Kielt
Beverie Moffet,New Zealand,Organic Choco Syrup,24-05-24,"$7,402.04 ",231,$222.06 ,$370.10 ,Beverie,Moffet
Gunar Cockshoot,UK,50% Dark Bites,13-01-24,"$2,498.04 ",129,$74.94 ,$124.90 ,Gunar,Cockshoot
Marney O'Breen,USA,Raspberry Choco,23-05-24,"$6,873.56 ",152,$206.21 ,$343.68 ,Marney,O'Breen
Jehu Rudeforth,UK,White Choc,29-06-24,"$2,015.93 ",304,$60.48 ,$100.80 ,Jehu,Rudeforth
Jehu Rudeforth,New Zealand,85% Dark Bars,11-03-24,"$8,077.51 ",95,$242.33 ,$403.88 ,Jehu,Rudeforth
Dotty Strutley,USA,85% Dark Bars,25-04-24,"$11,149.46 ",538,$334.48 ,$557.47 ,Dotty,Strutley
Rafaelita Blaksland,Australia,Smooth Sliky Salty,30-05-24,"$4,739.39 ",236,$142.18 ,$236.97 ,Rafaelita,Blaksland
Curtice Advani,India,Manuka Honey Choco,23-05-24,"$1,844.54 ",185,$55.34 ,$92.23 ,Curtice,Advani
Mallorie Waber,USA,Peanut Butter Cubes,23-05-24,"$1,263.98 ",19,$37.92 ,$63.20 ,Mallorie,Waber
Van Tuxwell,Canada,Peanut Butter Cubes,24-06-24,"$7,527.84 ",306,$225.84 ,$376.39 ,Van,Tuxwell
Kelci Walkden,New Zealand,Smooth Sliky Salty,11-03-24,"$12,265.45 ",268,$367.96 ,$613.27 ,Kelci,Walkden
Rafaelita Blaksland,USA,Smooth Sliky Salty,27-07-24,"$17,662.05 ",230,$529.86 ,$883.10 ,Rafaelita,Blaksland
Rafaelita Blaksland,USA,White Choc,16-08-24,"$5,520.00 ",120,$165.60 ,$276.00 ,Rafaelita,Blaksland
Roddy Speechley,Canada,Smooth Sliky Salty,07-03-24,"$10,712.76 ",11,$321.38 ,$535.64 ,Roddy,Speechley
Curtice Advani,New Zealand,After Nines,05-04-24,"$8,416.80 ",29,$252.50 ,$420.84 ,Curtice,Advani
Camilla Castle,India,85% Dark Bars,04-05-24,"$9,986.05 ",54,$299.58 ,$499.30 ,Camilla,Castle
Ches Bonnell,USA,Choco Coated Almonds,04-01-24,"$15,629.82 ",89,$468.89 ,$781.49 ,Ches,Bonnell
Marney O'Breen,Australia,Baker's Choco Chips,13-01-24,"$6,224.33 ",100,$186.73 ,$311.22 ,Marney,O'Breen
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,11-07-24,"$7,736.85 ",95,$232.11 ,$386.84 ,Wilone,O'Kielt
Kaine Padly,Australia,Mint Chip Choco,17-05-24,"$4,860.75 ",162,$145.82 ,$243.04 ,Kaine,Padly
Camilla Castle,New Zealand,Peanut Butter Cubes,21-07-24,"$1,754.64 ",62,$52.64 ,$87.73 ,Camilla,Castle
Curtice Advani,Canada,Organic Choco Syrup,22-02-24,$897.13 ,24,$26.91 ,$44.86 ,Curtice,Advani
Jan Morforth,India,99% Dark & Pure,23-05-24,"$10,607.29 ",182,$318.22 ,$530.36 ,Jan,Morforth
Rafaelita Blaksland,Canada,Drinking Coco,12-07-24,"$10,772.00 ",192,$323.16 ,$538.60 ,Rafaelita,Blaksland
Jan Morforth,UK,Orange Choco,15-06-24,"$4,116.96 ",203,$123.51 ,$205.85 ,Jan,Morforth
Barr Faughny,New Zealand,50% Dark Bites,23-06-24,"$5,185.36 ",321,$155.56 ,$259.27 ,Barr,Faughny
Curtice Advani,Australia,Eclairs,25-03-24,"$6,974.95 ",58,$209.25 ,$348.75 ,Curtice,Advani
Jan Morforth,India,Caramel Stuffed Bars,04-07-24,$99.50 ,161,$2.99 ,$4.98 ,Jan,Morforth
Andria Kimpton,UK,White Choc,12-05-24,"$10,203.47 ",109,$306.10 ,$510.17 ,Andria,Kimpton
Camilla Castle,New Zealand,Raspberry Choco,04-04-24,"$5,081.52 ",148,$152.45 ,$254.08 ,Camilla,Castle
Madelene Upcott,Australia,Orange Choco,15-04-24,"$7,166.62 ",381,$215.00 ,$358.33 ,Madelene,Upcott
Roddy Speechley,Canada,Eclairs,08-03-24,"$7,026.54 ",95,$210.80 ,$351.33 ,Roddy,Speechley
Karlen McCaffrey,India,White Choc,17-01-24,"$8,265.32 ",251,$247.96 ,$413.27 ,Karlen,McCaffrey
Wilone O'Kielt,India,Mint Chip Choco,22-08-24,"$1,516.19 ",53,$45.49 ,$75.81 ,Wilone,O'Kielt
Andria Kimpton,UK,99% Dark & Pure,25-07-24,"$1,258.54 ",72,$37.76 ,$62.93 ,Andria,Kimpton
Marney O'Breen,UK,50% Dark Bites,14-06-24,"$3,506.38 ",126,$105.19 ,$175.32 ,Marney,O'Breen
Ches Bonnell,India,Choco Coated Almonds,05-04-24,"$10,969.00 ",83,$329.07 ,$548.45 ,Ches,Bonnell
Madelene Upcott,UK,Raspberry Choco,26-08-24,"$8,442.19 ",347,$253.27 ,$422.11 ,Madelene,Upcott
Wilone O'Kielt,Australia,50% Dark Bites,03-08-24,"$11,000.85 ",112,$330.03 ,$550.04 ,Wilone,O'Kielt
